DOI,Relevant to Study,Review,Observational,Experiment,Metanalysis,QModel,TModel,Type of study,Ecosystem,Taxonomic,System,NEWPhysiological,Morphological,Physiological,Life History,Behavioural,Trait Types,Fundamental,Physical,Ecological,Trophic,Level of Prediction Possible,Forecasting/Predictive,Global Change Driver
10.1046/j.1365-2427.2002.01002.x,Y,0,0,0,0,0,1,Single,Freshwater,Fish,Lake,0,0,0,0,1,Single,1,0,0,1,Multiple,0,0
10.1111/jeb.12966,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.2307/5755,Y,0,0,0,0,0,1,Single,Broad,Broad,Broad,0,0,0,1,1,Multiple,0,0,1,0,Single,0,0
10.1016/j.jtbi.2013.04.034,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1098/rsos.140541,Y,0,0,0,0,1,0,Single,Terrestrial,Plants,Temperate Forest,1,1,1,1,0,Multiple,1,0,1,0,Multiple,0,0
10.1890/ES13-00393.1,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1016/j.ecocom.2013.06.003,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1890/0012-9658(2006)87[100:PCAOIB]2.0.CO;2,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1007/s13213-017-1317-8,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.3354/meps11626,Y,0,1,0,0,0,0,Single,Marine,Birds,Polar,0,0,0,0,1,Single,0,0,0,1,Single,0,0
10.1111/1365-2656.12229,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1098/rspb.1994.0059,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2664.12548,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1007/s00442-005-0082-8,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1098/rstb.2015.0227,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1016/j.ecolmodel.2007.08.020,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1007/s00338-018-1689-7,Y,0,0,0,0,1,0,Single,Marine,Fish,Coral Reef,0,1,0,0,0,Single,1,0,0,1,Multiple,0,0
10.1046/j.1365-2311.2002.0379a.x,Y,0,1,0,0,0,0,Single,Terrestrial,Insects,Grassland,0,0,0,0,1,Single,0,0,0,1,Single,0,0
NA,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1002/mma.4612,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1016/j.tree.2018.11.003,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/2041-210X.12514,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2435.12982,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/j.1365-2435.2009.01614.x,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Tropical Seasonal Forest,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/j.1461-0248.2012.01788.x,Y,0,1,0,0,0,0,Single,Marine,Other,Continental Shelf,0,1,0,1,0,Multiple,1,0,1,0,Multiple,0,0
NA,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2435.13237,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1007/s11538-007-9214-0,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/een.1.2425,Y,0,1,0,0,0,0,Single,Terrestrial,Insects,Grassland,0,1,0,0,1,Multiple,1,0,0,0,Single,0,0
10.1007/s10452-016-9596-x,Y,1,0,0,0,0,0,Single,Freshwater,Plants,Broad,0,0,0,1,0,Single,1,0,1,0,Multiple,0,Global Change Broad
10.1371/journal.pone.0020782,Y,0,0,1,0,0,0,Single,Freshwater,Fish,Lake,0,1,0,0,0,Single,1,0,0,1,Multiple,0,0
10.1111/j.1365-2656.2008.01460.x,Y,1,0,0,0,0,0,Single,Broad,Broad,Broad,0,1,0,0,0,Single,0,0,0,1,Single,0,0
10.1111/1365-2664.13027,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/gcb.12604,Y,0,0,0,0,0,1,Single,Terrestrial,Plants,Temperate Forest,0,1,0,0,0,Single,1,0,0,0,Single,1,Climate Change
10.1016/j.scitotenv.2018.02.210,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1016/j.jtbi.2011.05.033,Y,0,0,0,0,1,0,Single,Terrestrial,Multiple,Broad,0,1,0,0,0,Single,0,0,0,1,Single,0,0
NA,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
unknown_8,Y,0,1,0,0,0,0,Single,Terrestrial,Herps,Grassland,1,1,0,1,0,Multiple,1,1,0,0,Multiple,0,0
10.1086/505157,Y,0,0,0,0,1,0,Single,Terrestrial,Multiple,Seasonal Tropical Forest,0,0,0,0,1,Single,0,0,0,1,Single,0,0
10.1890/10-1264.1,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.2307/1939297,Y,0,0,1,0,0,0,Single,Freshwater,Other,Ponds,0,0,0,1,1,Multiple,0,0,1,0,Single,0,0
10.1016/B978-0-12-386475-8.00005-8,Y,0,1,0,0,0,1,Multiple,Marine,Broad,Polar,0,1,0,1,1,Multiple,1,0,0,1,Multiple,1,Global Change Multiple
10.1111/1365-2745.12366,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Temperate Forest,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/1365-2435.12798,Y,0,1,0,0,1,0,Multiple,Marine,Plants,Broad,1,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1186/1471-2148-7-220,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.23818/limn.38.25,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
http://dx.doi.org/10.3389/fevo.2018.00081.s001,Y,0,0,0,0,1,0,Single,Broad,Broad,Broad,0,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1007/s10980-012-9820-6,Y,0,1,0,0,1,0,Multiple,Terrestrial,Insects,Grasslands,0,0,0,1,1,Multiple,1,0,1,0,Multiple,0,Habitat Degredation
10.1111/j.1466-8238.2010.00617.x,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1080/1357650X.2017.1293074,Y,0,1,0,0,0,0,Single,Terrestrial,Mammals,Temperate Forest,0,1,0,0,1,Multiple,0,0,0,1,Single,0,0
10.1371/journal.pone.0133794,Y,0,0,0,0,0,1,Single,Marine,Broad,Broad,0,1,0,0,0,Single,1,0,0,1,Multiple,1,Exploitation
10.1046/j.1365-2656.2003.00727.x,Y,0,0,0,0,1,0,Single,Marine,Birds,Polar,0,0,0,1,0,Single,1,0,0,0,Single,0,Climate Change
10.1007/s00442-019-04386-0,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Grassland,0,0,0,1,0,Single,1,0,1,0,Multiple,0,0
10.1111/j.1095-8649.2012.03294.x,Y,0,1,0,0,0,0,Single,Freshwater,Fish,Lake,0,1,0,0,1,Multiple,0,0,0,1,Single,0,0
10.1111/j.1365-2435.2012.02057.x,Y,1,0,0,0,1,0,Multiple,Terrestrial,Multiple,Broad,1,1,0,0,0,Single,1,0,0,0,Single,0,Global Change Broad
10.1111/jeb.13175,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/j.1365-2486.2009.01963.x,Y,1,0,0,0,0,0,Single,Terrestrial,Birds,Broad,0,1,0,1,1,Multiple,1,0,0,0,Single,1,Climate Change
10.1186/s12898-014-0026-4,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/jvs.12375,Y,1,0,0,0,0,0,Single,Terrestrial,Plants,Broad,1,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1007/s00300-016-1946-6,Y,0,0,0,0,1,0,Single,Marine,Fish,Polar,0,0,0,1,0,Single,1,0,1,0,Multiple,0,0
10.1016/j.ecoleng.2015.11.001,Y,0,0,1,0,0,0,Single,Terrestrial,Plants,Grassland,0,1,0,0,0,Single,1,0,1,0,Multiple,0,Habitat Degredation
10.2307/1543609,Y,1,0,0,0,0,0,Single,Broad,Broad,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1007/s004420000504,Y,0,1,0,0,0,0,Single,Freshwater,Fish,River,0,0,0,1,0,Single,1,0,0,1,Multiple,0,0
10.1098/rstb.2008.0334,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2664.12022,Y,0,1,0,0,1,0,Multiple,Freshwater,Broad,Wetland,0,0,0,1,1,Multiple,1,1,0,0,Multiple,0,Habitat Degredation
10.1111/1365-2435.12753,Y,0,1,0,0,0,0,Single,Terrestrial,Insects,Broad,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1007/s10641-009-9537-9,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.3390/math6120336,Y,0,0,0,0,0,1,Single,Marine,Plankton,Continental Shelf,0,1,0,0,0,Single,0,0,0,1,Single,0,0
unknown_9,Y,0,1,0,0,0,0,Single,Freshwater,Other,Ponds,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1016/j.seares.2012.04.003,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/j.1365-2745.2010.01687.x,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Floodplain,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1111/1365-2435.12005,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1007/s00035-017-0198-6,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Alpine,1,1,1,0,0,Multiple,1,0,0,0,Single,0,0
10.1002/ece3.2328,Y,0,1,0,0,1,0,Multiple,Freshwater,Fish,River,0,1,0,0,1,Multiple,1,0,1,0,Multiple,0,0
10.1890/14-0024.1,Y,0,1,0,0,1,0,Multiple,Terrestrial,Multiple,Broad,0,1,0,0,0,Single,0,0,0,1,Single,0,0
10.1098/rspb.2011.1371,Y,0,0,0,0,1,0,Single,Terrestrial,Insects,Broad,0,0,0,1,0,Single,0,0,0,1,Single,0,0
10.1093/icb/icv033,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1038/srep08069,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1038/s41559-017-0298-0,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1534/g3.118.200865,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1016/j.biocontrol.2010.12.005,Y,0,0,0,1,0,0,Single,Terrestrial,Plants,Broad,0,1,0,0,0,Single,0,0,0,1,Single,0,0
10.1002/ecs2.2374,Y,0,0,0,0,1,0,Single,Terrestrial,Plants,Grassland,0,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1111/jvs.12255,,0,0,0,0,1,0,Single,Terrestrial,Plants,Grassland,0,1,0,1,0,Multiple,0,0,1,0,Single,0,0
10.1016/j.anbehav.2017.07.010,Y,0,1,0,0,0,0,Single,Marine,Fish,Coral Reef,0,0,0,1,1,Multiple,1,0,0,0,Single,0,Climate Change
10.1016/j.jtbi.2007.07.013,Y,0,0,0,0,0,1,Single,Broad,Broad,Broad,0,0,0,1,0,Single,1,0,0,0,Single,1,Climate Change
NA,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1186/2193-1801-3-630,Y,0,1,0,0,1,0,Multiple,Terrestrial,Birds,Tropical Rainforest,0,1,0,1,1,Multiple,0,0,0,1,Single,0,0
10.1016/j.pbi.2008.01.004,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1093/aob/mcy004,Y,0,0,1,0,1,0,Multiple,Terrestrial,Plants,Grassland,0,0,0,1,0,Single,1,0,0,0,Single,0,0
10.1016/j.biocontrol.2015.05.005,,0,0,0,0,0,1,Single,Broad,Broad,Broad,0,0,0,1,0,Single,0,0,0,1,Single,0,0
10.1111/j.1365-2486.2011.02451.x,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/ele.13203,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/jvs.12066,Y,1,0,0,0,0,0,Single,Terrestrial,Plants,Broad,0,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1111/j.0906-7590.2008.05457.x,Y,0,0,0,0,1,0,Single,Terrestrial,Other,Broad,1,0,0,1,0,Single,1,0,0,0,Single,0,Invasion
10.1242/jeb.059634,Y,0,0,0,0,0,1,Single,Terrestrial,Herps,Broad,1,0,0,1,0,Single,1,0,0,0,Single,0,0
10.1371/journal.pone.0093237,Y,0,1,0,0,1,0,Multiple,Freshwater,Fish,River,0,1,0,1,1,Multiple,1,0,1,0,Multiple,0,Invasion
10.1111/j.1461-0248.2009.01354.x,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/j.1095-8312.2008.01112.x,Y,0,1,0,0,0,0,Single,Freshwater,Fish,River,0,1,0,0,0,Single,0,0,0,1,Single,0,0
10.1642/AUK-15-183.1,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1007/s00442-018-4162-y,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Alpine,0,1,0,0,0,Single,1,0,0,1,Multiple,0,0
10.1016/j.ecolmodel.2017.06.005,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1163/1568539X-00003356,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1002/ecs2.2164,Y,0,0,1,0,0,0,Single,Terrestrial,Plants,Grassland,0,1,0,1,0,Multiple,0,0,1,0,Single,0,0
10.1111/ele.13089,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
unknown_10,Y,0,0,0,1,1,0,Multiple,Broad,Broad,Broad,0,0,0,1,1,Multiple,1,0,0,0,Single,0,0
10.1016/j.tree.2018.06.004,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/2041-210X.12074,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/ecog.00819,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2435.12784,Y,0,1,0,0,0,0,Single,Marine,Plankton,Broad,1,1,0,1,1,Multiple,1,0,1,0,Multiple,0,0
10.1007/s11356-008-0019-y,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1016/j.baae.2014.11.002,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1002/ecy.1745,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/j.1365-2699.2010.02433.x,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Tropical Rainforest,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/j.1365-2486.2009.01905.x,Y,0,0,1,0,0,1,Multiple,Terrestrial,Plants,Grassland,0,1,0,0,0,Single,1,0,1,0,Multiple,1,0
10.1098/rspb.2018.0312,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
NA,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1016/j.foreco.2018.10.061,Y,0,0,0,0,1,0,Single,Terrestrial,Plants,Temperate Forest,0,0,0,1,0,Single,1,0,1,0,Multiple,1,Global Change Broad
10.1016/j.biocon.2016.07.026,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/faf.12155,Y,1,0,0,0,0,0,Single,Marine,Fish,Broad,1,0,1,1,1,Multiple,1,0,0,0,Single,0,Climate Change
10.1111/ecog.03747,Y,0,1,0,0,1,0,Multiple,Terrestrial,Mammals,Alpine,0,1,0,1,1,Multiple,1,0,1,0,Multiple,0,0
10.1002/ece3.263,Y,0,1,1,0,1,0,Multiple,Terrestrial,Herps,Tropical Rainforest,1,0,0,1,0,Single,1,0,0,0,Single,0,Invasion
10.1093/molbev/msw121,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1016/j.tpb.2006.07.005,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/j.1466-8238.2010.00641.x,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Tropical Rainforest,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1645/15-942,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1126/science.1160662,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Tropical Rainforest,0,1,0,0,0,Single,0,0,1,0,Single,0,0
10.1890/09-1672.1,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Tropical Rainforest,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1111/j.1600-0706.2013.00646.x,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/j.1365-2656.2010.01705.x,Y,0,0,1,0,0,0,Single,Freshwater,Broad,Ponds,0,1,0,1,0,Multiple,0,0,0,1,Single,0,0
10.1098/rspb.2017.1942,Y,0,0,1,0,0,0,Single,Freshwater,Plankton,Lake,1,0,0,1,0,Single,1,0,0,0,Single,0,0
10.1073/pnas.0909820106,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1371/journal.pone.0015409,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
unknown_11,Y,0,0,0,0,0,1,Single,Broad,Broad,Broad,0,0,0,0,1,Single,0,0,0,1,Single,0,0
10.1086/522055,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1371/journal.pone.0035742,Y,0,0,1,0,0,0,Single,Terrestrial,Plants,Subtropical Forest,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/j.1365-2427.2009.02298.x,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1007/s00227-014-2568-6,Y,0,1,0,0,0,0,Single,Marine,Plankton,Estuary,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1038/ismej.2015.201,Y,0,1,0,0,1,0,Multiple,Terrestrial,Other,acid mine drainage,0,0,0,1,0,Single,1,0,0,0,Single,0,Habitat Degredation
10.3389/fmicb.2017.01486,Y,0,1,0,0,1,0,Multiple,Terrestrial,Other,acid mine drainage,0,1,0,0,0,Single,1,0,0,0,Single,0,Habitat Degredation
10.1111/j.1469-8137.2006.01811.x,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Broad,0,0,0,1,0,Single,1,0,0,1,Multiple,0,0
10.1111/avsc.12022,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1051/alr:2005029,Y,0,1,0,0,0,0,Single,Marine,Fish,Coral Reef,0,1,0,1,1,Multiple,1,0,0,1,Multiple,0,0
10.1016/j.dsr.2016.11.011,Y,0,1,0,0,0,0,Single,Marine,Fish,Deep Ocean,0,1,0,0,0,Single,0,0,0,1,Single,0,0
10.1111/1365-2435.12593,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1007/s11284-016-1373-8,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Subtropical Forest,0,1,0,0,0,Single,1,0,1,0,Multiple,0,Habitat Degredation
10.1111/j.1461-0248.2012.01744.x,Y,0,1,0,0,1,0,Multiple,Terrestrial,Birds,Coast,0,1,0,0,1,Multiple,0,0,0,1,Single,0,0
10.1111/gcb.12887,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/oik.04712,Y,0,0,0,0,1,0,Single,Terrestrial,Insects,Temperate Forest,0,1,0,1,1,Multiple,0,0,0,1,Single,0,0
10.1111/ele.12573,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/j.1365-2656.2008.01443.x,Y,0,1,0,0,0,0,Single,Terrestrial,Insects,Riparian Zone,1,1,0,1,1,Multiple,1,0,0,0,Single,0,0
10.1111/1365-2664.12516,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Grassland,0,1,0,0,0,Single,1,0,0,0,Single,0,Habitat Degredation
10.1111/gcb.12355,Y,0,1,1,0,1,0,Multiple,Freshwater,Broad,Stream,0,1,0,0,1,Multiple,0,0,1,0,Single,0,Global Change Broad
10.1007/s00442-015-3430-3,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Grassland,1,1,0,1,0,Multiple,0,0,1,0,Single,0,0
10.1111/1365-2664.12350,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/eff.12391,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/j.1654-1103.2012.01469.x,Y,0,0,1,0,1,0,Multiple,Terrestrial,Plants,Temperate Forest,0,1,0,0,0,Single,0,0,0,1,Single,0,0
10.1073/pnas.1319342111,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Tropical Rainforest,0,1,0,0,0,Single,0,0,1,0,Single,0,0
10.1002/eap.1621,Y,0,0,0,0,1,0,Single,Freshwater,Multiple,River,1,1,0,1,1,Multiple,1,0,0,0,Single,0,Global Change Broad
10.1890/07-0591.1,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1002/ecs2.1900,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1371/journal.pone.0195919,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1016/j.ecolmodel.2015.03.013,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2745.12187,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2664.12935,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Temperate Forest,0,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.3390/rs10071120,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1046/j.1365-2435.2002.00664.x,Y,0,0,0,0,1,0,Single,Terrestrial,Plants,Temperate Forest,0,1,0,1,0,Multiple,1,0,1,0,Multiple,0,0
10.1111/gcb.12689,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/jvs.12083,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2745.12480,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Shrublands,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1111/1365-2745.12239,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/j.1600-0587.2012.07534.x,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2745.12239,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.7717/peerj.3454,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/mam.12035,Y,1,0,0,0,0,0,Single,Terrestrial,Mammals,Broad,0,1,0,0,1,Multiple,1,0,1,0,Multiple,0,0
10.1371/journal.pone.0196066,Y,0,1,0,0,0,0,Single,Freshwater,Herps,Ponds,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1890/08-1449.1,Y,0,1,0,0,0,0,Multiple,Terrestrial,Plants,Tropical Seasonal Forest,0,1,0,1,0,Multiple,1,0,1,0,Multiple,0,0
10.1111/j.1752-4571.2008.00039.x,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1098/rstb.2010.0028,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1023/A:1006511124428,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1007/s00442-014-2917-7,Y,0,1,0,0,0,0,Single,Terrestrial,Insects,Apline,0,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1016/j.scitotenv.2016.03.120,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1016/j.ympev.2016.01.012,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/aec.12607,Y,0,1,0,0,0,0,Single,Freshwater,Herps,Ponds,0,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1111/j.1366-9516.2005.00169.x,Y,0,0,0,0,1,0,Single,Terrestrial,Insects,Broad,0,1,0,0,1,Multiple,1,0,1,0,Multiple,1,Invasion
10.1098/rspb.2014.2102,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Heathland,0,1,0,1,0,Multiple,1,0,1,0,Multiple,0,0
10.1111/j.1095-8649.2008.01908.x,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
unknown_12,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Temperate Forest,0,0,0,1,0,Single,1,0,1,0,Multiple,0,0
10.1111/j.1600-0706.2013.00979.x,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Grassland,0,1,0,1,0,Multiple,1,0,0,0,Single,0,Habitat Degredation
NA,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/2041-210X.12767,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/nph.14397,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1371/journal.pgen.1003596,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2745.12802,Y,0,0,0,0,1,0,Single,Terrestrial,Plants,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.7717/peerj.3092,Y,0,0,0,0,1,0,Single,Terrestrial,Birds,Subtropical Forest,0,1,0,1,1,Multiple,1,0,1,0,Multiple,0,Invasion
10.1016/j.biocon.2010.06.002,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2656.12747,Y,0,1,0,0,0,0,Single,Terrestrial,Insects,Broad,0,1,0,1,1,Multiple,1,0,1,0,Multiple,0,Habitat Degredation
10.1111/oik.01515,Y,0,0,1,0,0,0,Single,Terrestrial,Insects,Broad,0,1,0,0,1,Multiple,0,0,0,1,Single,0,0
10.1890/08-1802.1,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
unknown_13,Y,1,0,0,0,0,0,Single,Marine,Broad,Broad,0,1,0,1,1,Multiple,0,0,0,1,Single,0,0
10.1007/s10646-011-0689-y,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1007/s10530-016-1241-z,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/geb.12336,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1007/s11160-016-9446-x,Y,0,0,0,0,1,0,Single,Freshwater,Fish,River,0,0,0,1,1,Multiple,1,0,0,0,Single,0,Habitat Degredation
10.1163/156853998793066410,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1890/09-1894.1,Y,0,0,0,0,1,0,Single,Terrestrial,Insects,Temperate Forest,0,1,0,0,1,Multiple,1,0,0,0,Single,0,0
10.1086/342898,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
