DOI,Trait
10.1111/evo.12518,size at maturity
10.1111/faf.12155,activity
10.1111/faf.12155,assimilation efficiency
10.1111/faf.12155,competition ability
10.1111/faf.12155,dispersal ability
10.1111/faf.12155,energy allocation
10.1111/faf.12155,foraging efficiency
10.1111/faf.12155,growth
10.1111/faf.12155,habitat availability
10.1111/faf.12155,maturation age
10.1111/faf.12155,metabolic rate
10.1111/faf.12155,migration
10.1111/faf.12155,mortality
10.1111/faf.12155,mutualistic behaviour
10.1111/faf.12155,predation
10.1111/faf.12155,recruitment
10.1111/faf.12155,reproduction
10.1111/gcb.12862,diet
10.1111/gcb.12862,call duration
10.1111/gcb.12862,foraging location
10.1111/gcb.12862,call frequency range
10.1111/gcb.12862,gestation interval
10.1111/gcb.12862,nest location
10.1111/gcb.12862,nest type
10.1111/gcb.12862,vocalization peak frequency
10.1111/gcb.13184,depth range
10.1111/gcb.13184,development type
10.1111/gcb.13184,mean latitude of observations
10.1111/geb.12306,age of first flowering
10.1111/geb.12306,capacity to self-fertilize
10.1111/geb.12306,dispersal distance
10.1111/geb.12306,flower pollinator
10.1111/geb.12306,habitat
10.1111/geb.12306,plant height
10.1111/geb.12306,reproductive frequency
10.1111/geb.12306,resprouting after fire
10.1111/geb.12306,seed bank persistence
10.1111/geb.12306,seed mass
10.1111/geb.12306,SLA
10.1111/geb.12306,vegetative regeneration
10.1111/geb.12637,thermal tolerance
10.1111/gfs.12129,flowering date
10.1111/gfs.12129,LDMC
10.1111/j.1095-8312.2008.01102.x,life span
10.1111/j.1365-2435.2009.01528.x,body fat%
10.1111/j.1365-2435.2009.01528.x,body mass
10.1111/j.1365-2435.2009.01528.x,body protein%
10.1111/j.1365-2435.2009.01528.x,nutritional requirements
10.1111/j.1365-2486.2009.01963.x,body mass
10.1111/j.1365-2486.2009.01963.x,brood number
10.1111/j.1365-2486.2009.01963.x,diet
10.1111/j.1365-2486.2009.01963.x,fecundity
10.1111/j.1365-2486.2009.01963.x,generation time
10.1111/j.1365-2486.2009.01963.x,habitat
10.1111/j.1365-2486.2009.01963.x,migration method
10.1111/j.1365-2486.2009.01963.x,nest location
10.1111/j.1461-0248.2010.01493.x,aerodynamic index
10.1111/j.1461-0248.2010.01493.x,body mass
10.1111/j.1461-0248.2010.01493.x,clutch size
10.1111/j.1461-0248.2010.01493.x,diet
10.1111/j.1461-0248.2010.01493.x,foraging method
10.1111/j.1461-0248.2010.01493.x,foraging substrate
10.1111/j.1461-0248.2010.01493.x,life span
10.1111/j.1461-0248.2010.01493.x,main foraging period
10.1111/j.1461-0248.2010.01493.x,migratory behavior
10.1111/j.1461-0248.2010.01493.x,nest location
10.1111/j.1466-8238.2011.00717.x,body shape
10.1111/j.1466-8238.2011.00717.x,leaf economics
10.1111/j.1466-8238.2011.00717.x,life history parameters
10.1111/j.1466-8238.2011.00717.x,physiological traits
10.1111/j.2007.0906-7590.05090.x,adult survival
10.1111/j.2007.0906-7590.05090.x,offspring production
10.1111/jbi.12808,body size
10.1111/jbi.12808,clutch size
10.1111/jbi.12808,direction of expansion
10.1111/jbi.12808,native range size
10.1111/jbi.12808,number of introductions
10.1111/jbi.12808,species insularity
10.1111/jbi.12808,topographic heterogeneity
10.1111/jvs.12066,C isotope ratio
10.1111/jvs.12066,LDMC
10.1111/jvs.12066,leaf C content
10.1111/jvs.12066,leaf N content
10.1111/jvs.12066,leaf P content
10.1111/jvs.12066,mean area of a leaf
10.1111/jvs.12066,onset of flowering
10.1111/jvs.12066,repro plant height
10.1111/jvs.12066,seed mass
10.1111/jvs.12066,seed N concentration
10.1111/jvs.12066,SLA
10.1111/jvs.12066,veg plant height
10.1111/jvs.12256,max species height
10.1111/jvs.12256,SLA
10.1111/jvs.12375,after-ripening
10.1111/jvs.12375,buoyancy
10.1111/jvs.12375,coat chemical content
10.1111/jvs.12375,coat water permeability
10.1111/jvs.12375,desiccation-protected eggs
10.1111/jvs.12375,embryo type
10.1111/jvs.12375,embryo:seed
10.1111/jvs.12375,germinability
10.1111/jvs.12375,germination rate
10.1111/jvs.12375,germination synchrony
10.1111/jvs.12375,germination temperature
10.1111/jvs.12375,heat requirement
10.1111/jvs.12375,light requirement
10.1111/jvs.12375,nitrate
10.1111/jvs.12375,oil content
10.1111/jvs.12375,oxygen requirement
10.1111/jvs.12375,red:far red ratio
10.1111/jvs.12375,reserve type
10.1111/jvs.12375,salt tolerance
10.1111/jvs.12375,seed coat thickness
10.1111/jvs.12375,seed longevity
10.1111/jvs.12375,seed mass
10.1111/jvs.12375,seed shape
10.1111/jvs.12375,seed size
10.1111/jvs.12375,seed surface structure
10.1111/jvs.12375,smoke requirement
10.1111/jvs.12375,stratification
10.1111/jvs.12375,terminal velocity
10.1111/jvs.12375,water content
10.1111/jvs.12375,water potential
10.1111/maec.12480,PLD
10.1111/mam.12035,body mass
10.1111/mam.12035,human population density within each species range
10.1111/mec.12756,body size
10.1111/mec.12756,SLA
10.1111/nph.14498,seed dormancy
10.1371/journal.pbio.0020197,activity timing
10.1371/journal.pbio.0020197,age at sexual maturity
10.1371/journal.pbio.0020197,body size
10.1371/journal.pbio.0020197,geographic range size
10.1371/journal.pbio.0020197,gestation length
10.1371/journal.pbio.0020197,group size
10.1371/journal.pbio.0020197,home range size
10.1371/journal.pbio.0020197,interabdominal seam length
10.1371/journal.pbio.0020197,island endemicity
10.1371/journal.pbio.0020197,litter size
10.1371/journal.pbio.0020197,population density
10.1371/journal.pbio.0020197,sociality
10.1371/journal.pbio.0020197,trophic guild
10.1890/10-1245.1,height
10.1890/10-1245.1,leaf mass/area
10.1890/10-1245.1,leaf N content
10.1890/10-1245.1,N fixation
10.1890/10-1245.1,specific root length
10.1899/0887-3593(2006)025[0730:FTNONA]2.0.CO;2,ability to survive desiccation
10.1899/0887-3593(2006)025[0730:FTNONA]2.0.CO;2,adult ability to exit
10.1899/0887-3593(2006)025[0730:FTNONA]2.0.CO;2,adult flying strength
10.1899/0887-3593(2006)025[0730:FTNONA]2.0.CO;2,adult life span
10.1899/0887-3593(2006)025[0730:FTNONA]2.0.CO;2,armoring
10.1899/0887-3593(2006)025[0730:FTNONA]2.0.CO;2,attachment
10.1899/0887-3593(2006)025[0730:FTNONA]2.0.CO;2,development
10.1899/0887-3593(2006)025[0730:FTNONA]2.0.CO;2,female dispersal
10.1899/0887-3593(2006)025[0730:FTNONA]2.0.CO;2,habitat
10.1899/0887-3593(2006)025[0730:FTNONA]2.0.CO;2,max crawling rate
10.1899/0887-3593(2006)025[0730:FTNONA]2.0.CO;2,occurrence in drift
10.1899/0887-3593(2006)025[0730:FTNONA]2.0.CO;2,respiration
10.1899/0887-3593(2006)025[0730:FTNONA]2.0.CO;2,rheophily
10.1899/0887-3593(2006)025[0730:FTNONA]2.0.CO;2,shape
10.1899/0887-3593(2006)025[0730:FTNONA]2.0.CO;2,size at maturity
10.1899/0887-3593(2006)025[0730:FTNONA]2.0.CO;2,swimming ability
10.1899/0887-3593(2006)025[0730:FTNONA]2.0.CO;2,synchronization of emergence
10.1899/0887-3593(2006)025[0730:FTNONA]2.0.CO;2,thermal tolerance
10.1899/0887-3593(2006)025[0730:FTNONA]2.0.CO;2,trophic guild
10.1899/0887-3593(2006)025[0730:FTNONA]2.0.CO;2,voltinism
10.2307/1467813,adaptable life cycle
10.2307/1467813,air breathers
10.2307/1467813,desiccation tolerance
10.2307/1467813,development strongly linked to environmental temperature
10.2307/1467813,dispersal ability
10.2307/1467813,egg diapause
10.2307/1467813,feeding method
10.2307/1467813,global distribution
10.2307/1467813,habitat
10.2307/1467813,highly diverse immature forms
10.2307/1467813,life span
10.2307/1467813,parthenogenesis known
10.2307/1467813,staggered egg hatching
10.2307/1467813,terrestrial ancestors
10.2307/1467813,trend toward terrestialisation known for some immature stages
10.2307/1467813,water surface/air breathers
10.2307/1543609,transparency
10.3389/fevo.2017.00084,air sacs
10.3389/fevo.2017.00084,artifacts of conflict
10.3389/fevo.2017.00084,backbone
10.3389/fevo.2017.00084,body mass
10.3389/fevo.2017.00084,brood parasite
10.3389/fevo.2017.00084,digging
10.3389/fevo.2017.00084,gleaning
10.3389/fevo.2017.00084,grazing
10.3389/fevo.2017.00084,ground vegetation
10.3389/fevo.2017.00084,Invertebrates
10.3389/fevo.2017.00084,mean clutch size
10.3389/fevo.2017.00084,mud association
10.3389/fevo.2017.00084,nectar
10.3389/fevo.2017.00084,nesting habitat
10.3389/fevo.2017.00084,nocturnality
10.3389/fevo.2017.00084,obligate parasitoid
10.3389/fevo.2017.00084,other vegetation
10.3389/fevo.2017.00084,plant type
10.3389/fevo.2017.00084,pouncing
10.3389/fevo.2017.00084,probing
10.3389/fevo.2017.00084,pursuit
10.3389/fevo.2017.00084,rocky habitat
10.3389/fevo.2017.00084,scavenging
10.3389/fevo.2017.00084,tree cavities
10.3389/fevo.2017.00084,water content
10.3389/fevo.2017.00084,water vegetation
10.3389/fevo.2018.00219,leaf N concentration per unit mass
10.3389/fevo.2018.00219,leaf phosphorus
10.3389/fevo.2018.00219,max plant height
10.3389/fevo.2018.00219,seed mass
10.3389/fevo.2018.00219,SLA
10.3389/fevo.2018.00219,wood density
10.5194/bg-14-3371-2017,anthocyanins
10.5194/bg-14-3371-2017,B weight
10.5194/bg-14-3371-2017,C13
10.5194/bg-14-3371-2017,Ca%
10.5194/bg-14-3371-2017,carotenoids
10.5194/bg-14-3371-2017,cellulose %
10.5194/bg-14-3371-2017,chlorophyll b
10.5194/bg-14-3371-2017,chlorophyll a
10.5194/bg-14-3371-2017,efficiency of PSII
10.5194/bg-14-3371-2017,Fe weight
10.5194/bg-14-3371-2017,hemicellulose %
10.5194/bg-14-3371-2017,K content
10.5194/bg-14-3371-2017,leaf content %
10.5194/bg-14-3371-2017,leaf mass/area
10.5194/bg-14-3371-2017,lignin%
10.5194/bg-14-3371-2017,Mg%
10.5194/bg-14-3371-2017,Mn weight
10.5194/bg-14-3371-2017,N content
10.5194/bg-14-3371-2017,N15%
10.5194/bg-14-3371-2017,P content
10.5194/bg-14-3371-2017,phenolics%
10.5194/bg-14-3371-2017,Si%
10.5194/bg-14-3371-2017,soluble C
10.5194/bg-14-3371-2017,Zn weight
unknown_2,dispersal capacity
unknown_2,ecological range
unknown_2,hydric limit
unknown_2,life cycle strategy
unknown_2,thermal tolerance
unknown_30,absence of silica demand
unknown_30,aerotypes
unknown_30,biological form
unknown_30,biovolume
unknown_30,dominant pigment type
unknown_30,flagella
unknown_30,heterocysts
unknown_30,light uptake parameters
unknown_30,mixotrophy
unknown_30,mucilage absence
unknown_30,mucilage presence
unknown_30,nutrient uptake parameters
unknown_30,presence of silica demand
unknown_30,resting stages
unknown_30,size
unknown_30,thermal tolerance
unknown_30,toxin production
10.1002/ecs2.2101,density of silk lines in the tangle webbing
10.1002/ecs2.2101,sociality
10.1002/ecs2.2101,total volume of tangle webbing
10.1073/pnas.1315179111,leaf lifespan
10.1073/pnas.1315179111,leaf N
10.1073/pnas.1315179111,seed mass
10.1073/pnas.1315179111,SLA
10.1073/pnas.1315179111,wood density
10.1111/j.1461-0248.2006.01006.x,drought tolerance
10.1111/j.1461-0248.2006.01006.x,expression of molecular weight heat shock protein following heat stress
10.1111/j.1461-0248.2006.01006.x,SLA
10.1111/j.1461-0248.2011.01620.x,body shape
10.1111/jbi.13516,# of reproductive organs per year and individual
10.1111/jbi.13516,dispersal factor
10.1111/jbi.13516,fruit size
10.1111/jbi.13516,growth form
10.1111/jbi.13516,mode of reproduction
10.1111/jbi.13516,perennation
10.1111/jbi.13516,period of production of reproductive organ
10.1111/oik.02277,anaerobic tolerance
10.1111/oik.02277,drought tolerance
10.1111/oik.02277,fire resistance
10.1111/oik.02277,fire tolerance
10.1111/oik.02277,flower colour
10.1111/oik.02277,flowering phenology
10.1111/oik.02277,growth rate
10.1111/oik.02277,leaf persistence
10.1111/oik.02277,life cycle
10.1111/oik.02277,moisture tolerance
10.1111/oik.02277,principle means of reproduction
10.1111/oik.02277,raunkiaer life-form
10.1111/oik.02277,re-sprouting
10.1111/oik.02277,seed abundance
10.1111/oik.02277,seed banking
10.1111/oik.02277,seed dispersal vector
10.1111/oik.02277,seed spread rate
10.1111/oik.02277,seed vigor
10.1111/oik.02277,shade tolerance
10.1111/oik.02277,stem tissue
10.1111/oik.02277,vegetative spread rate
10.1371/journal.pone.0126112,age category
10.1371/journal.pone.0126112,behavioural guild
10.1371/journal.pone.0126112,movement rate
10.1371/journal.pone.0126112,size
10.1371/journal.pone.0041323,aspect ratio
10.1371/journal.pone.0041323,average speed
10.1371/journal.pone.0041323,body-to-wing-size parameter
10.1371/journal.pone.0041323,body size
10.1371/journal.pone.0041323,length of wing
10.1371/journal.pone.0041323,melanism
10.1371/journal.pone.0041323,orange hue
10.1371/journal.pone.0041323,total distance
10.1371/journal.pone.0041323,total flying time
10.1371/journal.pone.0041323,wing area
10.1371/journal.pone.0041323,wing width
10.1111/1365-2745.12333,dispersal method
10.1111/1365-2745.12333,max. seed release height
10.1111/1365-2745.12333,seed mass
10.1111/ele.12728,age at maturity
10.1111/ele.12728,body mass
10.1111/ele.12728,clutch size
10.1111/ele.12728,clutches per year
10.1111/ele.12728,egg size
10.1111/ele.12728,hatchling mass
10.1111/ele.12728,parity
10.1111/ele.12728,reproductive lifespan
10.1111/ele.12728,snout-vent length
10.1111/geb.12003,body shape
10.1111/geb.12003,body size
10.1111/geb.12003,head size & shape
10.1111/geb.12003,limb traits
10.1111/geb.12003,tail length
10.1111/geb.12003,toepad characteristics
10.1002/aqc.1198,benthic lifestyle
10.1002/aqc.1198,diet breadth
10.1002/aqc.1198,female age at maturation
10.1002/aqc.1198,max total body length
10.1002/aqc.1198,spawning substrate
10.1002/ece3.3268,age at first flowering
10.1002/ece3.3268,dormancy
10.1002/ece3.3268,competitor-stress-tolerator-ruderal scheme
10.1002/ece3.3268,diaspore form
10.1002/ece3.3268,diaspore morphology
10.1002/ece3.3268,diaspore type
10.1002/ece3.3268,exposure of diaspores
10.1002/ece3.3268,flowering duration
10.1002/ece3.3268,fruit type
10.1002/ece3.3268,heterodiaspory
10.1002/ece3.3268,LDMC
10.1002/ece3.3268,life form
10.1002/ece3.3268,rosette type
10.1002/ece3.3268,season of flowering
10.1002/ece3.3268,season of germination
10.1002/ece3.3268,seed mass
10.1002/ece3.3268,seed number
10.1002/ece3.3268,seed shape index
10.1002/ece3.3268,seed shedding
10.1002/ece3.3268,SLA
10.1002/ece3.3268,type of clonal growth organs
10.1002/ece3.3268,flower duration
10.1002/ecs2.2324,body mass
10.1002/ecs2.2324,diet
10.1006/jaar.1998.0326,food transport strategy
10.1007/s00442-015-3430-3,base temperature
10.1007/s00442-015-3430-3,base water-potential
10.1007/s00442-015-3430-3,coleoptile tissue density
10.1007/s00442-015-3430-3,germination rate
10.1007/s00442-015-3430-3,hydrothermal time
10.1007/s00442-015-3430-3,initial root mass
10.1007/s00442-015-3430-3,LDMC
10.1007/s00442-015-3430-3,rate sum
10.1007/s00442-015-3430-3,relative growth rate
10.1007/s00442-015-3430-3,relative growth rate plasticity
10.1007/s00442-015-3430-3,root elongation rate
10.1007/s00442-015-3430-3,root mass ratio
10.1007/s00442-015-3430-3,seed mass
10.1007/s00442-015-3430-3,SLA
10.1007/s00442-015-3430-3,specific root length
10.1007/s00442-016-3547-z,carbon isotope ratios of leaves
10.1007/s00442-016-3547-z,leaf carbon concentration
10.1007/s00442-016-3547-z,leaf dry mass
10.1007/s00442-016-3547-z,leaf N concentration
10.1007/s00442-016-3547-z,leaf thickness
10.1007/s00442-016-3547-z,max plant height
10.1007/s00442-016-3547-z,nitrogen isotope ratios of leaves
10.1007/s00442-016-3547-z,seed mass
10.1007/s00442-016-3547-z,SLA
10.1007/s10531-014-0742-2,breeding system
10.1007/s10531-014-0742-2,CSR strategy
10.1007/s10531-014-0742-2,diaspore length
10.1007/s10531-014-0742-2,diaspore type
10.1007/s10531-014-0742-2,diaspore width
10.1007/s10531-014-0742-2,dicliny
10.1007/s10531-014-0742-2,flowering duration
10.1007/s10531-014-0742-2,germination
10.1007/s10531-014-0742-2,hemeroby
10.1007/s10531-014-0742-2,lateral spread rate
10.1007/s10531-014-0742-2,leaf area
10.1007/s10531-014-0742-2,leaf persistence
10.1007/s10531-014-0742-2,leaf shape
10.1007/s10531-014-0742-2,life form
10.1007/s10531-014-0742-2,max height
10.1007/s10531-014-0742-2,month of start flowering
10.1007/s10531-014-0742-2,nitrogenous fixation
10.1007/s10531-014-0742-2,photosynthetic pathway
10.1007/s10531-014-0742-2,pollination vector
10.1007/s10531-014-0742-2,reproduction type
10.1007/s10531-014-0742-2,root depth
10.1007/s10531-014-0742-2,rosette types
10.1007/s10531-014-0742-2,seed oil
10.1007/s10531-014-0742-2,seed protein
10.1007/s10531-014-0742-2,seed weight
10.1007/s10531-014-0742-2,seeds dispersal
10.1007/s10531-014-0742-2,Urbanity
10.1007/s10531-014-0742-2,woodiness
10.1007/s10750-017-3208-1,average fecundity
10.1007/s10750-017-3208-1,disturbance tolerance
10.1007/s10750-017-3208-1,economic importance
10.1007/s10750-017-3208-1,environment
10.1007/s10750-017-3208-1,max length
10.1007/s10750-017-3208-1,max weight
10.1007/s10750-017-3208-1,spawning season
10.1007/s10750-017-3208-1,thermal tolerance
10.1007/s10750-017-3208-1,Trophic Breadth
10.1007/s11829-016-9444-x,breeding system
10.1007/s11829-016-9444-x,reproductive output
10.1016/B978-0-12-396992-7.00001-0,body mass
10.1016/B978-0-12-396992-7.00001-0,diet
10.1016/j.anbehav.2005.05.010,age at first reproduction
10.1016/j.anbehav.2005.05.010,body mass
10.1016/j.anbehav.2005.05.010,clutch size
10.1016/j.anbehav.2005.05.010,cooperative breeder
10.1016/j.anbehav.2005.05.010,diet
10.1016/j.anbehav.2005.05.010,habitat
10.1016/j.anbehav.2005.05.010,longevity
10.1016/j.anbehav.2005.05.010,number of days a chick is fed
10.1016/j.ecss.2013.07.019,trophic redundancy
10.1016/j.rse.2015.06.010,above ground biomass
10.1016/j.rse.2015.06.010,basal area
10.1016/j.rse.2015.06.010,cellulose %
10.1016/j.rse.2015.06.010,crown length
10.1016/j.rse.2015.06.010,crown width
10.1016/j.rse.2015.06.010,diameter
10.1016/j.rse.2015.06.010,fiber
10.1016/j.rse.2015.06.010,foliar lignin percentage
10.1016/j.rse.2015.06.010,foliar N
10.1016/j.rse.2015.06.010,height
10.1016/j.rse.2015.06.010,leaf mass/area
10.1038/355073a0,inter-birth interval
10.1073/pnas.1319342111,LDMC
10.1073/pnas.1319342111,leaf density
10.1073/pnas.1319342111,leaf size
10.1073/pnas.1319342111,leaf thickness
10.1073/pnas.1319342111,leaf toughness
10.1073/pnas.1319342111,SLA
10.1073/pnas.1319342111,wood specific gravity
10.1086/685894,body mass
10.1086/685894,distance foraging bird maintains between itself and alarm caller
10.1086/685894,foraging density
10.1086/685894,foraging height
10.1086/685894,foraging strategies
10.1093/plankt/fbr111,body size
10.1093/plankt/fbr111,nauplii size
10.1093/plankt/fbr111,trophi shape
10.1098/rspb.2010.0501,floral colour
10.1111/1365-2435.12718,ellenberg's value for salt tolerance
10.1111/1365-2435.12718,grimes plant strategies
10.1111/1365-2435.12718,LDMC
10.1111/1365-2435.12718,leaf area
10.1111/1365-2435.12718,leaf N content
10.1111/1365-2435.12718,leaf texture
10.1111/1365-2435.12718,plant vegetative height
10.1111/1365-2435.12718,raunkier's life form
10.1111/1365-2435.12718,reproductive mode
10.1111/1365-2435.12718,seed dry mass
10.1111/ele.12081,activity duration
10.1111/ele.12081,amount of nectar
10.1111/ele.12081,anther exposure
10.1111/ele.12081,aperture
10.1111/ele.12081,beak bloom
10.1111/ele.12081,behaviour
10.1111/ele.12081,bill gape
10.1111/ele.12081,bill length
10.1111/ele.12081,bloom duration
10.1111/ele.12081,body depth
10.1111/ele.12081,body length
10.1111/ele.12081,body mass
10.1111/ele.12081,body width
10.1111/ele.12081,colour
10.1111/ele.12081,corolla depth
10.1111/ele.12081,corolla width
10.1111/ele.12081,diameter
10.1111/ele.12081,diet
10.1111/ele.12081,feeding method
10.1111/ele.12081,floral fragrance
10.1111/ele.12081,flower-influorescence symmetry
10.1111/ele.12081,flower sex
10.1111/ele.12081,flower shape
10.1111/ele.12081,flower type
10.1111/ele.12081,flowering season
10.1111/ele.12081,flowers per inflorescence
10.1111/ele.12081,fruit colour
10.1111/ele.12081,fruit size
10.1111/ele.12081,fruit types
10.1111/ele.12081,functional group
10.1111/ele.12081,growth form
10.1111/ele.12081,habitat
10.1111/ele.12081,larva feeding method
10.1111/ele.12081,life span
10.1111/ele.12081,max height
10.1111/ele.12081,metabolic type
10.1111/ele.12081,migratory
10.1111/ele.12081,min height
10.1111/ele.12081,mobility
10.1111/ele.12081,mouthparts length
10.1111/ele.12081,nectar concentration
10.1111/ele.12081,nectar volume
10.1111/ele.12081,number of colours
10.1111/ele.12081,number of fruiting months
10.1111/ele.12081,number of seeds
10.1111/ele.12081,ordour
10.1111/ele.12081,organism type
10.1111/ele.12081,orientation
10.1111/ele.12081,origin
10.1111/ele.12081,pollen carrying structure
10.1111/ele.12081,pollen volume per flower
10.1111/ele.12081,pollination mode
10.1111/ele.12081,proboscis length
10.1111/ele.12081,proboscis width
10.1111/ele.12081,thermal tolerance
10.1111/ele.12351,body shape
10.1111/ele.12642,DBH
10.1111/ele.12642,fruit mass
10.1111/ele.12642,leaf C:N
10.1111/ele.12642,leaf N concentration
10.1111/ele.12642,leaf size
10.1111/ele.12642,leaf thickness
10.1111/ele.12642,SLA
10.1111/ele.12642,wood specific gravity
10.1111/ele.13217,leaf area ratio
10.1111/ele.13217,leaf mass ratio
10.1111/ele.13217,rate of dry mass production per unit dry mass
10.1111/ele.13217,SLA
10.1111/gcb.12355,body size
10.1111/gcb.12355,dispersal ability
10.1111/gcb.12355,predatory habits
10.1111/j.0014-3820.2005.tb01015.x,shell ornamentation
10.1111/j.0014-3820.2005.tb01015.x,shell shape
10.1111/j.1365-2656.2011.01824.x,prey preference
10.1111/j.1365-2745.2010.01662.x,leaf area
10.1111/j.1365-2745.2010.01662.x,max height
10.1111/j.1365-2745.2010.01662.x,N per unit mass
10.1111/j.1365-2745.2010.01662.x,N/area
10.1111/j.1365-2745.2010.01662.x,percentage of stem as lumen
10.1111/j.1365-2745.2010.01662.x,sapwood area
10.1111/j.1365-2745.2010.01662.x,seed mass
10.1111/j.1365-2745.2010.01662.x,SLA
10.1111/j.1365-2745.2010.01662.x,vessel area
10.1111/j.1365-2745.2010.01662.x,vessel density
10.1111/j.1365-2745.2010.01662.x,wood density
10.1111/j.1600-0633.2010.00465.x,age at maturity
10.1111/j.1600-0633.2010.00465.x,clutch size
10.1111/j.1600-0633.2010.00465.x,length
10.1111/j.1600-0633.2010.00465.x,number of oocytes
10.1111/j.1600-0633.2010.00465.x,size at age
10.1111/j.1600-0633.2010.00465.x,somatic wet mass of gonads
10.1111/j.1600-0633.2010.00465.x,somatic wet mass of viscera
10.1111/j.1600-0633.2010.00465.x,stage of ovary development
10.1111/j.1600-0706.2012.20025.x,leaf area
10.1111/j.1600-0706.2012.20025.x,leaf mass/area
10.1111/j.1600-0706.2012.20025.x,leaf N content
10.1111/j.1600-0706.2012.20025.x,seed mass
10.1111/jbi.12794,SLA
10.1111/jeb.12717,age
10.1111/jeb.12717,body mass
10.1111/jeb.12717,measure of bib size
10.1111/jeb.12717,sex
10.1111/jeb.12717,tarsus length
10.1111/jvs.12681,height
10.1111/jvs.12681,leaf mass/area
10.1111/jvs.12681,number of leaves
10.1111/jvs.12681,plant width
10.1126/science.1160662,leaf N concentration
10.1126/science.1160662,leaf size
10.1126/science.1160662,max DBH
10.1126/science.1160662,seed mass
10.1126/science.1160662,SLA
10.1126/science.1160662,wood density
10.1371/journal.pone.0182826,growth rate
10.1890/11-0181.1,body size
10.1890/13-2261.1,bill length
10.1890/13-2261.1,body mass
10.1890/13-2261.1,bill curvature
10.1890/13-2261.1,corolla length
10.1890/13-2261.1,curvature
10.1890/13-2261.1,volume
10.3389/fpls.2016.01224,change in feeding regime
10.3389/fpls.2016.01224,dispersal capacity
10.3389/fpls.2016.01224,egg deposition preference
10.3389/fpls.2016.01224,habitat
10.3389/fpls.2016.01224,LDMC
10.3389/fpls.2016.01224,max height
10.3389/fpls.2016.01224,seed mass
10.3389/fpls.2016.01224,SLA
10.1002/ece3.1286,area of cauline leaf
10.1002/ece3.1286,chl a b anc total concentrations
10.1002/ece3.1286,concentration of C
10.1002/ece3.1286,concentration of N
10.1002/ece3.1286,concentrations of total carotenoid
10.1002/ece3.1286,construction costs
10.1002/ece3.1286,fresh leaf mass
10.1002/ece3.1286,intercellular CO2 concentration
10.1002/ece3.1286,intrinsic water use efficiency
10.1002/ece3.1286,leaf ash contents
10.1002/ece3.1286,leaf dry weight
10.1002/ece3.1286,leaf photosynthetic energy use efficiency
10.1002/ece3.1286,leaf respiration efficiency
10.1002/ece3.1286,length at widest point
10.1002/ece3.1286,photosynthetic N use efficiency
10.1002/ece3.1286,plant height
10.1002/ece3.1286,SLA
10.1002/ece3.1286,transpiration rate
10.1002/ece3.1286,width at the widest point
10.1002/ece3.1286,xanthophylls
10.1002/ecs2.2164,clonal reproduction
10.1002/ecs2.2164,growth form
10.1002/ecs2.2164,leaf area
10.1002/ecs2.2164,leaf N content
10.1002/ecs2.2164,life span
10.1002/ecs2.2164,pollination
10.1002/ecs2.2164,potential plant height
10.1002/ecs2.2164,seed dispersal
10.1002/ecs2.2164,seed mass
10.1002/ecs2.2164,SLA
10.1002/ecy.1485,body size
10.1002/ecy.1485,feeding method
10.1002/ecy.1485,mobility speed
10.1007/s00442-002-0935-3,biomass
10.1007/s00442-013-2673-0,birth rate
10.1007/s00442-013-2673-0,body size
10.1007/s00442-013-2673-0,death rate
10.1007/s00442-013-2673-0,feeding rate
10.1007/s00442-013-2673-0,per spore susceptibility
10.1016/j.anbehav.2009.04.016,behavioural syndrome
10.1111/j.1461-0248.2007.01140.x,patch detection time
10.1111/j.1654-1103.2012.01424.x,chemical defenses
10.1111/j.1654-1103.2012.01424.x,latex content
10.1111/j.1654-1103.2012.01424.x,nutritional quality
10.1111/j.1654-1103.2012.01424.x,SLA
10.1111/j.1654-1103.2012.01424.x,toughness
10.1111/j.1654-1103.2012.01424.x,trichome density
10.1111/j.1654-1103.2012.01424.x,water content
10.1890/05-0219,C:N ratio
10.1890/05-0219,leaf toughness
10.1890/05-0219,leaf water content
10.1890/05-0219,total aboveground biomass
10.1890/05-0219,trichome density
10.2307/1939297,growth rate
10.2307/1939297,larval activity
10.2307/1939297,proportion of metamorphic phenotypes
10.2307/1939297,proportion of paedomorphic phenotypes
10.1007/s10531-014-0850-z,anurophagy
10.1007/s10531-014-0850-z,body mass
10.1007/s10531-014-0850-z,habitat
10.1007/s10531-014-0850-z,head width
10.1007/s12080-014-0229-5,anterior barbel length
10.1007/s12080-014-0229-5,body depth/width ratio
10.1007/s12080-014-0229-5,body shape
10.1007/s12080-014-0229-5,caudal peduncle depth
10.1007/s12080-014-0229-5,chemical composition
10.1007/s12080-014-0229-5,compliance
10.1007/s12080-014-0229-5,escape velocity
10.1007/s12080-014-0229-5,eye diameter
10.1007/s12080-014-0229-5,fibrouses
10.1007/s12080-014-0229-5,fork length
10.1007/s12080-014-0229-5,gill arch resistance
10.1007/s12080-014-0229-5,gill raker length
10.1007/s12080-014-0229-5,gill raker profile
10.1007/s12080-014-0229-5,gut length
10.1007/s12080-014-0229-5,habitat
10.1007/s12080-014-0229-5,head length
10.1007/s12080-014-0229-5,lower jaw length
10.1007/s12080-014-0229-5,max diameter
10.1007/s12080-014-0229-5,oral gape axis
10.1007/s12080-014-0229-5,oral gape diameter
