DOI,Year,Relevant to Study,Review,Observational,Experiment,Metanalysis,QModel,TModel,Type of study,Ecosystem,Taxonomic,System,NEWPhysiological,Morphological,Physiological,Life History,Behavioural,Trait Types,Fundamental,Physical,Ecological,Trophic,Level of Prediction Possible,Forecasting/Predictive,Global Change Driver
10.1098/rspb.2005.3229,2005,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1098/rspb.2005.3236,2006,Y,0,0,0,0,0,1,Single,Broad,Broad,Broad,0,0,0,0,1,Single,1,0,1,1,Multiple,0,0
10.1098/rspb.2006.3487,2006,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1098/rspb.2010.0501,2010,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Broad,0,1,0,0,0,Single,0,0,1,0,Single,0,0
10.1098/rspb.2011.0190,2011,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1098/rspb.2011.1371,2012,Y,0,0,0,0,1,0,Single,Terrestrial,Insects,Broad,0,0,0,1,0,Single,0,0,0,1,Single,0,0
10.1098/rspb.2011.2149,2012,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1098/rspb.2012.2131,2013,Y,0,1,0,1,0,0,Multiple,Terrestrial,Birds,Broad,0,1,0,1,1,Multiple,1,0,0,0,Single,0,Habitat Degredation
10.1098/rspb.2014.1745,2015,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1098/rspb.2014.2102,2014,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Heathland,0,1,0,1,0,Multiple,1,0,1,0,Multiple,0,0
10.1098/rspb.2014.2205,2015,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1098/rspb.2015.1498,2015,Y,0,0,0,0,1,1,Multiple,Terrestrial,Plants,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1098/rspb.2015.2444,2016,Y,0,1,0,0,0,0,Observational,Terrestrial,Multiple,Tropical Rainforest,0,1,0,0,0,Morphological,0,0,0,1,T,0,0
10.1098/rspb.2015.2702,2016,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1098/rspb.2015.2841,2016,Y,0,0,1,0,0,0,Single,Terrestrial,Multiple,Broad,1,1,0,0,0,Single,1,0,0,1,Multiple,0,0
10.1098/rspb.2015.3003,2016,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1098/rspb.2016.1207,2016,Y,0,0,0,0,1,0,Single,Terrestrial,Mammals,Broad,0,1,0,0,1,Multiple,1,0,0,0,Single,0,Global Change Broad
10.1098/rspb.2016.1646,2016,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1098/rspb.2016.1931,2016,Y,0,0,0,0,0,1,Single,Marine,Multiple,Broad,0,0,0,0,1,Single,0,0,0,1,Single,0,0
10.1098/rspb.2017.0198,2017,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1098/rspb.2017.1345,2017,Y,1,0,0,0,0,0,Review,Marine,Fish,Broad,0,1,0,0,0,Morphological,1,1,0,0,F,0,0
10.1098/rspb.2017.1405,2018,Y,0,0,1,0,0,0,Single,Marine,Fish,Broad,1,1,0,0,0,Single,1,0,0,0,Single,0,Climate Change
10.1098/rspb.2017.1942,2018,Y,0,0,1,0,0,0,Single,Freshwater,Plankton,Lake,1,0,0,1,0,Single,1,0,0,0,Single,0,0
10.1098/rspb.2017.2066,2017,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1098/rspb.2018.0312,2018,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1098/rspb.2018.0621,2018,Y,0,1,0,0,0,0,Observational,Marine,Plankton,Broad,0,1,0,0,0,Morphological,1,0,0,1,T,0,0
10.1098/rstb.1993.0057,1993,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1098/rstb.1996.0115,1996,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1098/rstb.2008.0286,2009,Y,0,0,0,0,0,1,Single,Broad,Broad,Broad,0,0,0,0,1,Single,0,0,0,1,Single,0,Invasion
10.1098/rstb.2008.0334,2009,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1098/rstb.2010.0028,2010,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1098/rstb.2010.0130,2010,Y,0,1,0,0,0,0,Observational,Terrestrial,Multiple,Broad,0,1,0,1,1,"Morphological, Life History, Behavioural",1,1,0,0,P,0,Climate Change
10.1098/rstb.2010.0159,2010,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1098/rstb.2012.0246,2012,Y,0,1,0,0,1,0,Multiple,Freshwater,Broad,Broad,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1098/rstb.2015.0227,2016,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1098/rstb.2015.0305,2016,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1098/rstb.2017.0101,2018,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1103/PhysRevE.88.062721,2013,Y,0,0,0,0,0,1,Single,Broad,Broad,Broad,0,0,0,1,1,Multiple,1,0,1,1,Multiple,0,0
10.1103/PhysRevE.95.042401,2017,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1104/pp.16.00581,2017,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/1365-2435.12005,2013,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2435.12061,2013,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/1365-2435.12075,2013,Y,0,1,0,0,0,0,Observational,Terrestrial,Multiple,Grassland,0,1,0,1,1,"Morphological, Life History, Behavioural",1,1,0,1,T,0,0
10.1111/1365-2435.12112,2013,Y,0,1,0,0,0,0,Observational,Marine,Fish,Estuary,0,1,0,0,0,Morphological,1,0,0,1,T,0,0
10.1111/1365-2435.12120,2013,Y,0,1,0,0,0,0,Observational,Terrestrial,Plants,Broad,0,1,0,0,0,Morphological,1,0,1,0,E,0,Invasion
10.1111/1365-2435.12135,2014,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Alpine,0,0,0,1,0,Single,1,0,0,1,Multiple,0,0
10.1111/1365-2435.12162,2014,Y,0,0,0,1,0,0,Single,Terrestrial,Plants,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/1365-2435.12167,2014,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2435.12176,2014,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Seasonal Tropical Forest,0,1,0,1,0,Multiple,1,0,1,0,Multiple,0,0
10.1111/1365-2435.12256,2014,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2435.12391,2015,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2435.12400,2015,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/1365-2435.12433,2015,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2435.12444,2015,Y,0,1,0,0,0,0,Single,Marine,Fish,Continental Shelf,0,0,0,0,1,Single,1,0,0,1,Multiple,0,0
10.1111/1365-2435.12593,2016,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2435.12605,2016,Y,0,1,0,0,0,1,Multiple,Terrestrial,Other,Alpine,0,0,0,1,1,Multiple,1,1,0,1,Multiple,0,0
10.1111/1365-2435.12610,2016,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2435.12669,2016,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2435.12718,2017,Y,0,1,0,0,0,0,Observational,Terrestrial,Plants,Temperate Forest,1,1,1,1,0,"Morphological, Physiological, Life History",0,0,1,0,E,0,0
10.1111/1365-2435.12753,2017,Y,0,1,0,0,0,0,Single,Terrestrial,Insects,Broad,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1111/1365-2435.12776,2017,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2435.12784,2017,Y,0,1,0,0,0,0,Single,Marine,Plankton,Broad,1,1,0,1,1,Multiple,1,0,1,0,Multiple,0,0
10.1111/1365-2435.12786,2017,y,0,1,0,0,0,0,Observational,Terrestrial,Insects,Alpine,0,1,0,0,0,Morphological,1,0,0,0,F,0,0
10.1111/1365-2435.12798,2017,Y,0,1,0,0,1,0,Multiple,Marine,Plants,Broad,1,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1111/1365-2435.12838,2017,Y,0,1,0,0,1,0,Observational/Q Model,Freshwater,Fish,River,0,1,0,0,0,Morphological,0,0,0,1,T,0,0
10.1111/1365-2435.12894,2017,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Coastal Sandy Plain,0,1,0,1,0,Multiple,1,0,1,0,Multiple,0,0
10.1111/1365-2435.12938,2018,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Temperate Forest,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1111/1365-2435.12982,2018,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2435.13007,2018,Y,0,1,0,0,0,0,Single,Terrestrial,Insects,Cereal Fields,1,1,1,1,0,Multiple,1,0,1,0,Multiple,0,0
10.1111/1365-2435.13059,2018,Y,0,0,0,0,1,0,Single,Terrestrial,Mammals,Grassland,0,0,0,0,1,Single,0,0,0,1,Single,0,0
10.1111/1365-2435.13079,2018,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Alpine,1,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/1365-2435.13141,2018,Y,0,1,0,0,0,0,Observational,Terrestrial,Multiple,Tropical Rainforest,0,1,0,1,1,"Morphological, Life History, Behavioural",1,0,0,1,T,0,0
10.1111/1365-2435.13142,2018,Y,0,1,0,0,0,0,Observational,Terrestrial,Multiple,Tropical Rainforest,0,1,0,1,0,"Morphological, Life History",1,0,1,0,F,0,0
10.1111/1365-2435.13148,2018,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2435.13194,2018,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/1365-2435.13237,2019,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2656.12004,2013,Y,0,1,0,0,0,0,Observational,Freshwater,Broad,Stream,0,0,0,0,1,Behavioural,1,1,0,0,P,0,0
10.1111/1365-2656.12020,2013,Y,0,1,0,0,0,0,Observational,Terrestrial,Herps,Galapagos Islands,0,1,0,1,0,"Morphological, Life History",1,1,0,0,P,0,0
10.1111/1365-2656.12081,2014,Y,0,0,0,0,0,1,T Model,Broad,Broad,Broad,0,0,0,0,1,Behavioural,1,0,0,1,T,0,Climate Change
10.1111/1365-2656.12140,2014,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/1365-2656.12144,2014,Y,0,0,0,0,1,0,Q Model,Terrestrial,Mammals,Boreal Forest,0,0,0,1,0,Life History,1,0,0,1,T,0,0
10.1111/1365-2656.12161,2014,Y,0,1,0,0,1,0,Multiple,Terrestrial,Multiple,Temperate Forest,0,1,0,0,1,Multiple,0,0,0,1,Single,0,0
10.1111/1365-2656.12173,2014,Y,0,1,0,0,0,0,Obersational,Freshwater,Other,Grassland,0,0,0,1,0,Life History,1,0,0,0,F,0,0
10.1111/1365-2656.12189,2014,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2656.12218,2014,Y,0,0,0,0,0,1,Single,Marine,Multiple,Continental Shelf,1,1,1,1,1,Multiple,1,0,0,1,Multiple,0,0
10.1111/1365-2656.12229,2014,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2656.12250,2014,Y,0,0,0,0,1,0,Q Model,Marine,Fish,Coral Reef,0,1,0,0,1,"Morphological, Behavioural",0,0,0,1,T,0,Invasion
10.1111/1365-2656.12264,2015,Y,0,1,0,0,0,0,Observational,Terrestrial,Birds,Temperate Forest,0,1,0,0,0,Morphological,0,0,0,1,T,0,0
10.1111/1365-2656.12271,2015,Y,0,1,0,0,0,0,Single,Terrestrial,Insects,Forest Hedge,0,1,0,0,1,Multiple,1,0,0,1,Multiple,0,0
10.1111/1365-2656.12274,2015,Y,0,0,0,0,0,1,Single,Marine,Fish,Broad,0,0,0,1,0,Single,0,0,0,1,Single,0,Exploitation
10.1111/1365-2656.12317,2015,N,0,0,1,0,0,1,"T Model, Experiment",Broad,Multiple,Broad,0,1,0,0,1,"Morphological, Behavioural",0,0,0,0,?,0,0
10.1111/1365-2656.12471,2016,Y,0,1,0,0,0,0,Single,Terrestrial,Fish,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/1365-2656.12478,2016,Y,0,1,0,0,1,0,Multiple,Marine,Birds,Islands,0,1,0,0,1,Multiple,1,0,0,1,Multiple,0,0
10.1111/1365-2656.12532,2016,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2656.12548,2016,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/1365-2656.12570,2016,Y,1,0,0,0,0,0,Review,Terrestrial,Birds,Broad,0,1,0,1,1,"Morphological, Life History, Behavioural",1,0,1,0,E,0,0
10.1111/1365-2656.12603,2017,Y,0,1,0,0,1,1,Multiple,Freshwater,Fish,Lake,0,0,0,1,0,Single,0,0,0,1,Single,0,0
10.1111/1365-2656.12609,2017,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2656.12648,2017,Y,0,1,0,0,0,0,Observational,Terrestrial,Insects,Urban Green Spaces,0,1,0,1,1,"Morphological, Life History, Behavioural",1,0,0,1,T,0,Habitat Degredation
10.1111/1365-2656.12650,2017,Y,0,1,0,0,1,0,Multiple,Marine,Birds,Islands,0,1,0,0,1,Multiple,1,0,0,1,Multiple,0,0
10.1111/1365-2656.12718,2017,Y,0,0,1,0,0,0,Experiment,Terrestrial,Herps,Broad,1,0,0,1,0,Life History,1,0,0,0,F,0,0
10.1111/1365-2656.12747,2017,Y,0,1,0,0,0,0,Single,Terrestrial,Insects,Broad,0,1,0,1,1,Multiple,1,0,1,0,Multiple,0,Habitat Degredation
10.1111/1365-2656.12773,2018,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2656.12829,2018,Y,0,0,0,0,1,0,Q Model,Terrestrial,Birds,Broad,1,0,1,0,1,"Physiological, Behavioural",1,1,0,0,P,0,Global Change Multiple
10.1111/1365-2656.12838,2018,Y,1,0,0,0,0,0,Review,Terrestrial,Multiple,Soil,1,1,0,1,1,"Morphological, Life History, Behavioural",1,0,0,0,F,0,0
10.1111/1365-2656.12892,2019,Y,0,0,0,0,0,1,T Model,Terrestrial,Broad,Broad,0,1,0,0,0,Morphological,0,0,0,1,T,0,0
10.1111/1365-2656.12987,2019,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2656.13029,2019,Y,0,1,0,0,1,0,Multiple,Broad,Birds,Islands,1,0,0,1,1,Multiple,1,0,0,1,Multiple,0,0
10.1111/1365-2664.12022,2013,Y,0,1,0,0,1,0,Multiple,Freshwater,Broad,Wetland,0,0,0,1,1,Multiple,1,1,0,0,Multiple,0,Habitat Degredation
10.1111/1365-2664.12037,2013,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Grassland,0,1,0,1,0,Multiple,1,0,1,0,Multiple,0,0
10.1111/1365-2664.12350,2015,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2664.12353,2015,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/1365-2664.12486,2016,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2664.12490,2015,Y,0,1,0,0,0,0,Observational,Terrestrial,Mammals,Tropical Rainforest,0,1,0,0,1,"Morphological, Behavioural",1,0,0,0,F,0,Habitat Degredation
10.1111/1365-2664.12493,2015,Y,0,1,0,0,0,0,Observational,Terrestrial,Broad,Floodplain,0,1,0,1,1,"Morphological, Life History, Behavioural",1,0,0,0,F,0,0
10.1111/1365-2664.12516,2015,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Grassland,0,1,0,0,0,Single,1,0,0,0,Single,0,Habitat Degredation
10.1111/1365-2664.12524,2015,Y,1,0,0,0,0,0,Review,Terrestrial,Insects,Broad,0,0,0,1,1,"Life History, Behavioural",1,0,0,0,F,0,Habitat Degredation
10.1111/1365-2664.12548,2016,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2664.12623,2016,Y,0,0,1,0,0,0,Experiment,Terrestrial,Plants,Grassland,0,1,0,1,0,"Morphological, Life History",1,0,1,0,F,0,0
10.1111/1365-2664.12765,2017,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/1365-2664.12922,2017,Y,0,1,0,0,0,0,Observational,Freshwater,Plants,Wetland,0,1,0,1,0,"Morphological, Life History",1,0,0,0,P,0,0
10.1111/1365-2664.12935,2017,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Temperate Forest,0,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1111/1365-2664.12975,2018,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2664.13027,2018,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2664.13075,2018,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2664.13134,2018,Y,1,0,0,0,0,0,Review,Terrestrial,Plants,Tropical Rainforest,0,1,0,0,0,Morphological,1,0,0,0,F,0,Habitat Degredation
10.1111/1365-2664.13134,2018,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/1365-2745.12003,2012,Y,0,1,0,0,0,0,Observational,Terrestrial,Plants,Grassland,0,1,0,1,0,"Morphological, Life History",1,0,0,0,F,0,0
10.1111/1365-2745.12012,2013,Y,0,1,0,0,0,0,Observational,Terrestrial,Plants,Temperate Forest,0,1,0,0,0,Morphological,1,0,0,0,F,0,0
10.1111/1365-2745.12013,2013,Y,0,1,0,0,0,0,Observational,Terrestrial,Plants,Grassland,0,1,0,1,0,"Morphological, Physiological",1,0,0,0,F,0,0
10.1111/1365-2745.12098,2013,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Grassland,0,1,0,1,0,Multiple,1,0,1,0,Multiple,0,0
10.1111/1365-2745.12160,2014,Y,0,1,0,0,0,0,Observational,Terrestrial,Plants,Tropical Rainforest,0,1,0,0,0,Morphological,1,0,0,0,F,0,0
10.1111/1365-2745.12187,2014,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2745.12197,2014,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2745.12199,2014,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Grassland,0,0,0,1,0,Single,1,0,0,0,Single,0,Habitat Degredation
10.1111/1365-2745.12239,2014,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2745.12239,2014,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2745.12259,2014,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2745.12333,2015,Y,0,0,0,1,0,0,Metanalysis,Terrestrial,Plants,Broad,0,1,0,1,0,"Morphological, Life History  ",0,1,0,0,P,0,0
10.1111/1365-2745.12334,2015,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2745.12366,2015,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Temperate Forest,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/1365-2745.12401,2015,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2745.12437,2015,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2745.12439,2015,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/1365-2745.12480,2015,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Shrublands,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1111/1365-2745.12489,2016,Y,0,0,1,0,1,0,Multiple,Terrestrial,Plants,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/1365-2745.12536,2016,Y,0,1,0,0,0,0,Single,Terrestrial,Plants,Grassland,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1111/1365-2745.12598,2016,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Savannah,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/1365-2745.12604,2016,Y,0,1,0,0,0,0,Observational,Terrestrial,Plants,Temperate Forest,0,1,0,0,0,Morphological,1,0,0,0,E,0,Climate Change
10.1111/1365-2745.12633,2016,Y,0,1,0,0,0,0,Observational,Terrestrial,Other,Oak Forest,1,1,1,0,0,"Morphological, Physiological",1,0,0,0,F,0,0
10.1111/1365-2745.12658,2017,Y,0,1,0,0,0,0,Observational,Terrestrial,Plants,Alpine,0,1,0,0,0,Morphological,1,0,1,0,E,0,0
10.1111/1365-2745.12747,2017,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Shrublands,0,1,0,0,0,Single,1,0,1,0,Multiple,0,0
10.1111/1365-2745.12755,2017,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2745.12771,2017,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1365-2745.12802,2018,Y,0,0,0,0,1,0,Single,Terrestrial,Plants,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/1365-2745.12851,2018,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Temperate Forest,0,1,0,1,0,Multiple,1,0,1,0,Multiple,0,0
10.1111/1365-2745.12996,2018,Y,0,1,0,0,0,0,Observational,Terrestrial,Plants,Grassland,0,1,0,1,0,"Morphological, Life History",1,0,1,0,E,0,Habitat Degredation
10.1111/1365-2745.13074,2019,Y,0,0,0,0,0,1,Single,Terrestrial,Plants,Broad,0,0,0,1,0,Single,1,0,1,0,Multiple,0,0
10.1111/1365-2745.13079,2019,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/1462-2920.12211,2014,Y,0,1,0,0,0,0,Single,Terrestrial,Other,Broad,1,0,1,0,0,Single,1,0,1,0,Multiple,0,0
10.1111/1462-2920.12281,2014,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/1574-6976.12035,2014,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/1749-4877.12114,2014,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/1749-4877.12319,2018,Y,0,1,0,0,0,0,Observational,Terrestrial,Multiple,Temperate Forest,0,1,0,0,0,Morphological,0,0,0,1,T,0,0
10.1111/1752-1688.12650,2018,Y,0,1,0,0,0,0,Single,Freshwater,Other,Stream,1,1,1,1,1,Multiple,1,1,0,1,Multiple,0,0
10.1111/2041-210X.12074,2013,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/2041-210X.12119,2013,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/2041-210X.12163,2014,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/2041-210X.12211,2014,Y,0,0,0,0,1,0,Q Model,Broad,Multiple,Broad,1,1,0,1,0,"Morphological, Life History",1,0,0,0,F,1,0
10.1111/2041-210X.12280,2015,Y,0,1,0,0,1,0,Multiple,Terrestrial,Plants,Broad,0,1,0,0,0,Single,1,0,0,0,Single,0,0
10.1111/2041-210X.12295,2014,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/2041-210X.12364,2015,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/2041-210X.12435,2016,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/2041-210X.12450,2016,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/2041-210X.12471,2016,Y,0,0,0,0,1,0,Q Model,Terrestrial,Multiple,Broad,0,1,0,1,1,"Morphological, Life Hisotry, Behavioural",0,0,0,1,T,0,0
10.1111/2041-210X.12514,2016,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/2041-210X.12591,2016,Y,0,0,0,0,1,0,Single,Freshwater,Other,River,0,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1111/2041-210X.12675,2017,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/2041-210X.12735,2017,Y,0,0,0,0,0,1,T Model,Terrestrial,Plants,Broad,0,1,0,0,0,Morphological,1,0,1,0,F,0,0
10.1111/2041-210X.12767,2017,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/2041-210X.12855,2018,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/2041-210X.12889,2018,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/2041-210X.12914,2018,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/2041-210X.12918,2018,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/2041-210X.12930,2018,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/2041-210X.12936,2018,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/2041-210X.13100,2019,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/2041-210X.13119,2019,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/aec.12042,2014,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/aec.12607,2018,Y,0,1,0,0,0,0,Single,Freshwater,Herps,Ponds,0,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1111/avsc.12022,2013,N,,,,,,,Multiple,,,,0,,,,,Multiple,,,,,Multiple,,
10.1111/avsc.12335,2018,N,,,,,,,Multiple,,,,,,,,,Multiple,,,,,Multiple,,
10.1111/bij.12238,2014,Y,0,1,0,0,1,0,Multiple,Terrestrial,Mammals,Broad,0,1,0,1,0,Multiple,1,0,0,0,Single,0,0
10.1111/brv.12250,2017,Y,1,0,0,0,0,0,Review,Broad,Broad,Broad,0,1,0,0,0,Morphological,0,0,1,1,E,0,Global Change Broad
10.1111/brv.12275,2017,N,,,,,,,,,,,0,,,,,,0,0,0,0,,,
10.1111/brv.12366,2018,Y,1,0,0,0,0,0,Single,Terrestrial,Multiple,Tropical Rainforest,0,1,0,0,0,Single,1,0,0,1,Multiple,0,0
10.1111/brv.12377,2018,Y,1,0,0,0,0,0,Single,Terrestrial,Broad,Broad,0,0,0,0,1,Single,0,0,0,1,Single,0,0
10.1111/brv.12461,2019,Y,0,0,0,1,0,0,Metanalysis,Terrestrial,Plants,Broad,1,1,0,1,0,"Morphological, Life History",1,0,0,0,F,0,0
