Author,Year,Title,Journal,Abstract,DOI,Relevant to Study,Review,Observational,Experiment,Metanalysis,QModel,TModel,Type of study,Ecosystem,Taxonomic,System,NEWPhysiological,Morphological,Physiological,Life History,Behavioural,Trait Types,Trait Diversity,Fundamental,Physical,Ecological,IntraspecificTraits,InterspecificTraits,Trophic,Level of Prediction Possible,Forecasting/Predictive,Global Change Driver,Comparison Btwn Approaches,Further Review,Into Text,Went Into Text,Notes,
"Ackerly, DD",2003,"Community assembly, niche conservatism, and adaptive evolution in changing environments",INTERNATIONAL JOURNAL OF PLANT SCIENCES,"The widespread correspondence between phenotypic variation and environmental conditions, the ""fit"" of organisms to their environment, reflects the adaptive value of plant functional traits. Several processes contribute to these patterns: plasticity, ecological sorting, and adaptive evolution. This article addresses the importance of ecological sorting processes (community assembly, migration, habitat tracking, etc.) as primary causes of functional trait distributions at the local and landscape level. In relatively saturated communities, plants will establish and regenerate in environments to which they are well adapted, so their distributions, and the distributions of associated functional traits, will reflect the distribution of optimal or near-optimal environmental conditions in space and time. The predicted evolutionary corollary of this process is that traits related to habitat occupancy, e. g., environmental tolerances, will be under stabilizing selection. This process contributes to the widely observed pattern of phylogenetic niche conservatism, i. e., ecological and phenotypic similarities of closely related species. Evidence for niche conservatism in plants is reviewed. Based on Jackson and Overpeck's concept of the realized environment, I propose three scenarios in which a species' distributional responses to environmental conditions will lead to a ""mismatch"" between its environmental tolerances and the environments it occupies, thus creating opportunities for adaptive evolution: (1) the colonization of ""environmental islands"" (habitats that are discontinuous in niche space) that require large adaptive shifts in tolerance of one or more environmental factors; (2) the persistence of ""trailing-edge"" populations in species tracking changing climate, if barriers to dispersal of competitors prevent competitive exclusion in the deteriorating conditions; and (3) responses to changes in the realized environment in multidimensional niche space, in which species are predicted to track environmental factors for which they exhibit narrow tolerances and exhibit adaptive evolutionary response along axes where they exhibit greater niche breadth. These three scenarios provide a conceptual framework that emphasizes the role of ecological sorting processes and stabilizing selection as the context for understanding opportunities for adaptive evolution in heterogeneous and changing environments.",10.1086/368401,Y,1,0,0,0,0,0,Review,Terrestrial,Plants,Broad,1,0,1,0,0,Physiological,2,1,0,0,,,0,F,0,0,0,0,1,,,
"Ackerly, DD; Cornwell, WK",2007,A trait-based approach to community assembly: partitioning of species trait values into within- and among-community components,ECOLOGY LETTERS,"Plant functional traits vary both along environmental gradients and among species occupying similar conditions, creating a challenge for the synthesis of functional and community ecology. We present a trait-based approach that provides an additive decomposition of species' trait values into alpha and beta components: beta values refer to a species' position along a gradient defined by community-level mean trait values; alpha values are the difference between a species' trait values and the mean of co-occurring taxa. In woody plant communities of coastal California, beta trait values for specific leaf area, leaf size, wood density and maximum height all covary strongly, reflecting species distributions across a gradient of soil moisture availability. Alpha values, on the other hand, are generally not significantly correlated, suggesting several independent axes of differentiation within communities. This trait-based framework provides a novel approach to integrate functional ecology and gradient analysis with community ecology and coexistence theory.",10.1111/j.1461-0248.2006.01006.x,Y,0,1,0,0,0,0,Observational,Terrestrial,Plants,Temperate Forest,1,1,0,0,0,Morphological,1,0,1,1,,,0,P,0,0,0,0,1,,"Functional traits' is the term used. Traits actually referred to = specific leaf area, expression of molecular weight heat shock protein following heat stress, water potential at which stems exhibit 50% loss of hydraulic onductivity due to embolism (drought tolerance)",
"Adler, PB; Fajardo, A; Kleinhesselink, AR; Kraft, NJB",2013,Trait-based tests of coexistence mechanisms,ECOLOGY LETTERS,"Abstract Recent functional trait studies have shown that trait differences may favour certain species (environmental filtering) while simultaneously preventing competitive exclusion (niche partitioning). However, phenomenological trait-dispersion analyses do not identify the mechanisms that generate niche partitioning, preventing trait-based prediction of future changes in biodiversity. We argue that such predictions require linking functional traits with recognised coexistence mechanisms involving spatial or temporal environmental heterogeneity, resource partitioning and natural enemies. We first demonstrate the limitations of phenomenological approaches using simulations, and then (1) propose trait-based tests of coexistence, (2) generate hypotheses about which plant functional traits are likely to interact with particular mechanisms and (3) review the literature for evidence for these hypotheses. Theory and data suggest that all four classes of coexistence mechanisms could act on functional trait variation, but some mechanisms will be stronger and more widespread than others. The highest priority for future research is studies of interactions between environmental heterogeneity and trait variation that measure environmental variables at within-community scales and quantify species' responses to the environment in the absence of competition. Evidence that similar trait-based coexistence mechanisms operate in many ecosystems would simplify biodiversity forecasting and represent a rare victory for generality over contingency in community ecology.",10.1111/ele.12157,Y,1,0,0,0,0,1,"T Model, Review",Broad,Broad,Broad,1,1,1,1,0,"Physiological, Morphological, Life History",4,1,0,1,,,0,E,0,0,0,0,1,,"Traits used = seed size, wood density, ratio of leaf areea to dry weight, leaf N concentration, and leaf life spand",
"Adler, PB; Salguero-Gomez, R; Compagnoni, A; Hsu, JS; Ray-Mukherjee, J; Mbeau-Ache, C; Franco, M",2014,Functional traits explain variation in plant life history strategies,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,"Ecologists seek general explanations for the dramatic variation in species abundances in space and time. An increasingly popular solution is to predict species distributions, dynamics, and responses to environmental change based on easily measured anatomical and morphological traits. Trait-based approaches assume that simple functional traits influence fitness and life history evolution, but rigorous tests of this assumption are lacking, because they require quantitative information about the full lifecycles of many species representing different life histories. Here, we link a global traits database with empirical matrix population models for 222 species and report strong relationships between functional traits and plant life histories. Species with large seeds, long-lived leaves, or dense wood have slow life histories, with mean fitness (i.e., population growth rates) more strongly influenced by survival than by growth or fecundity, compared with fast life history species with small seeds, short-lived leaves, or soft wood. In contrast to measures of demographic contributions to fitness based on whole lifecycles, analyses focused on raw demographic rates may underestimate the strength of association between traits and mean fitness. Our results help establish the physiological basis for plant life history evolution and show the potential for trait-based approaches in population dynamics.",10.1073/pnas.1315179111,Y,0,0,0,0,1,0,Q Model,Terrestrial,Plants,NA,0,1,0,0,0,Morphological,1,0,1,1,,,0,P,0,0,0,0,1,,,
"Aerts, P; Van Damme, R; Vanhooydonck, B; Zaaf, A; Herrel, A",2000,Lizard locomotion: How morphology meets ecology,NETHERLANDS JOURNAL OF ZOOLOGY,"Biological evolution often leads, through natural selection, to an optimal fit between 'design' and ecology. However, the adaptation process may be impeded or slowed down by several constraints or trade-offs between conflicting functions. This is frequently observed by ecomorphological studies focusing on lower taxonomic levels: form-function relationships get blurred because subtle adaptive traits remain hidden or simply do not exist. Therefore, a rigorous analytic approach is required. (ideally) assessing the links between the four stages of the adaptive process simultaneously (i.e., from generic variation to variation in design, to variation in performance, to differential fitness), taking into consideration all potential factors hindering the normal progression of this process. Lizard locomotion is a good model for such an analysis. Locomotion is essential in many ecologically relevant functions (feeding, predator avoidance, etc.). It consists of several components (speed. acceleration, endurance, manoeuvrability, etc.) and modes (level running, climbing, etc.) with conflicting demands, leading to potential trade-offs. Moreover, several of its components proved to be heritable and obvious relations between habitat use and locomotor design are often absent (e.g., in lacertid lizards). Two cases, focusing on the potential trade-off between climbing and level-running, are presented to illustrate the subtle interplay between variation in ecology, performance and design in lizard locomotion. (1) For two gekkotans (a climber and aground dwelling species) the moments exerted by several important leg muscles appear to be tuned to their primary mode of locomotion. (2) In two sibling lacertid species, the inverse trade-off between climbing and running, put forward on the basis of observed substrate use, does not exist. Instead, a drastic difference in running performance, likely related to different running styles, emerged. The latter ease illustrates the potential use of 'integrated, dynamic design traits' as an intermediate stage between variation in design and performance.",10.1163/156854200505865,N,,,,,,,,,,,0,,,,,,,0,0,0,,,0,,,,,,0,,,
"Agnarsson, I; Gotelli, NJ; Agostini, D; Kuntner, M",2016,Limited role of character displacement in the coexistence of congeneric Anelosimus spiders in a Madagascan montane forest,ECOGRAPHY,"Evolutionary and ecological theory predicts that closely related and similar species should coexist infrequently because speciation is more likely to occur allopatrically than sympatrically, and because co-occurring species with similar traits may compete for limited resources, leading to competitive exclusion or character displacement. Here we study the unusual coexistence of 10 similar congeneric species of Anelosimus spiders within a small forest fragment in Madagascar. We asked if these species radiated in sympatry or allopatry, and if there was evidence for local-scale character displacement in body size and other species-level traits. We sampled similar to 350 colonies (6346 individuals) along a 2800 m transect. We identified colonies using morphology and DNA barcoding, and tested the monophyly of local and regional species assemblages with time-calibrated phylogenies. We used null model analysis and phylogenetic signal inference to test for patterns of segregation in body size, microhabitat, phenology, and seasonality of coexisting species. We found that all species belong to a Madagascan clade that radiated during the Pliocene, but that contemporary local assemblages are non-monophyletic. This is consistent with allopatric speciation during periods of global cooling and expansion of grasslands, and subsequent species assembly as forest fragments re-expanded and coalesced. We found no evidence for character displacement, except for overdispersion and even spacing in phenology: species were segregated by instars in a manner consistent with resource partitioning or maintenance of reproductive isolation. Overdispersion or even spacing in phenology may contribute to coexistence either through resource partitioning or mate recognition. However, there was no support for a scenario of resource partitioning and divergence of body size or other correlated morphological characters. These traits are better explained by evolutionary forces operating during speciation, rather than ecological forces operating during local community assembly.",10.1111/ecog.01930,N,,,,,,,,,,,0,,,,,,,0,0,0,,,0,,,,,,0,,,
"Agnarsson, I; Kuntner, M; May-Collado, LJ",2010,"Dogs, cats, and kin: A molecular species-level phylogeny of Carnivora",MOLECULAR PHYLOGENETICS AND EVOLUTION,"Phylogenies underpin comparative biology as high-utility tools to test evolutionary and biogeographic hypotheses, inform on conservation strategies, and reveal the age and evolutionary histories of traits and lineages. As tools, most powerful are those phylogerries that contain all, or nearly all, of the taxa of a given group. Despite their obvious utility, such phylogenies, other than summary 'supertrees', are currently lacking for most mammalian orders, including the order Carnivora. Carnivora consists of about 270 extant species including most of the World's large terrestrial predators (e.g., the big cats, wolves, bears), as well as many of man's favorite wild (panda, cheetah, tiger) and domesticated animals (dog, cat). Distributed globally, carnivores are highly diverse ecologically, having occupied all major habitat types on the planet and being diverse in traits such as sociality, communication, body/brain size, and foraging ecology. Thus, numerous studies continue to address comparative questions within the order, highlighting the need for a detailed species-level phylogery. Here we present a phylogeny of Carnivora that increases taxon sampling density from 28% in the most detailed primary-data study to date, to 82% containing 243 taxa (222 extant species, 17 subspecies). In addition to extant species, we sampled four extinct species: American cheetah, saber-toothed cat, cave bear and the giant short-faced bear. Bayesian analysis of cytochrome b sequences data-mined from GenBank results in a phylogenetic hypothesis that is largely congruent with prior studies based on fewer taxa but more characters. We find support for the monophyly of Carnivora, its major division into Caniformia and Feliformia, and for all but one family within the order. The only exception is the placement ofthe kinkajou outside Procyonidae, however, prior studies have already cast doubt on its family placement. In contrast, at the subfamily and genus level, our results indicate numerous problems with current classification. Our results also propose new, controversial hypotheses, such as the possible placement of the red panda (Ailuridae) sister to canids (Caniclae). Our results confirm previous findings suggesting that the dog was domesticated from the Eurasian wolf (Canis lupus 1upus) and are congruent with the Near East domestication of the cat. In sum, this study presents the most detailed species-level phylogeny ofCarnivora to date and a much needed tool for comparative studies of carnivoran species. To demonstrate one such use, we perform a phylogenetic analysis of evolutionary distinctiveness (EDGE), which can be used to help establish conservation priorities. According with those criteria, and under one of the many possible sets of parameters, the highest priority Carnivora species for conservation of evolutionary diversity include: monk seals, giant and red panda, giant otter, otter civet, Owston's palm civet, sea otter, Liberian mongoose, spectacled bear, walrus, binturong, and the fossa. Published by Elsevier Inc",10.1016/j.ympev.2009.10.033,N,,,,,,,,,,,0,,,,,,,0,0,0,,,0,,,,,,0,,,
"Agrawal, AA; Kotanen, PM; Mitchell, CE; Power, AG; Godsoe, W; Klironomos, J",2005,Enemy release? An experiment with congeneric plant pairs and diverse above- and belowground enemies,ECOLOGY,"Several hypotheses. proposed to explain the success of introduced species focus on altered interspecific interactions. One of the most prominent, the Enemy Release Hypothesis, posits that invading species benefit compared to their native counterparts if they lose their herbivores and pathogens during the invasion process. We previously reported on a common garden experiment (from 2002) in which we compared levels of herbivory between 30 taxonomically paired native and introduced old-field plants. In this phylogenetically controlled comparison, herbivore damage tended to be higher on introduced than on native plants. This striking pattern, the opposite of current theory, prompted us to further investigate herbivory and several other interspecific interactions in a series of linked experiments with the same set of species. Here we show that, in these new experiments, introduced plants, on average, received less insect herbivory and were subject to half the negative soil microbial feedback compared to natives; attack by fungal and viral pathogens also tended to be reduced on introduced plants compared to natives. Although plant traits (foliar C:N, toughness, and water content) suggested that introduced species should be less resistant to generalist consumers, they were not consistently more heavily attacked. Finally, we used meta-analysis to combine data from this study with results from our previous work to show that escape generally was inconsistent among guilds of enemies: there were few instances in which escape from multiple guilds occurred for a taxonomic pair, and more cases in which the patterns of escape from different enemies canceled out. Our examination of multiple interspecific interactions demonstrates that escape from one guild of enemies does not necessarily imply escape from other guilds. Because the effects of each guild are likely to vary through space and time, the net effect of all enemies is also likely to be variable. The net effect of these interactions may create ""invasion opportunity windows"": times when introduced species make advances in native communities.",10.1890/05-0219,Y,0,0,1,0,0,0,Experiment,Terrestrial,Plants,Grassland,0,1,0,0,0,Morphological,2,0,0,1,,1,1,T,0,Invasion,0,1,1,,"They also performed a meta analysis but it was about a part of the paper I didn't think was as relevant, so only scored it as experiment -- curious about the statement about how the morphology predicts the predation stuff, is that something we need to take into account?",
"Aguirre-Gutierrez, Jesus; Kissling, W. Daniel; Carvalheiro, Lusa G.; WallisDeVries, Michiel F.; Franzen, Markus; Biesmeijer, Jacobus C.",2016,Functional traits help to explain half-century long shifts in pollinator distributions,SCIENTIFIC REPORTS,"Changes in climate and land use can have important impacts on biodiversity. Species respond to such environmental modifications by adapting to new conditions or by shifting their geographic distributions towards more suitable areas. The latter might be constrained by species' functional traits that influence their ability to move, reproduce or establish. Here, we show that functional traits related to dispersal, reproduction, habitat use and diet have influenced how three pollinator groups (bees, butterflies and hoverflies) responded to changes in climate and land-use in the Netherlands since 1950. Across the three pollinator groups, we found pronounced areal range expansions (>53%) and modelled range shifts towards the north (all taxa: 17-22 km), west (bees: 14 km) and east (butterflies: 11 km). The importance of specific functional traits for explaining distributional changes varied among pollinator groups. Larval diet preferences (i.e. carnivorous vs. herbivorous/detritivorous and nitrogen values of host plants, respectively) were important for hoverflies and butterflies, adult body size for hoverflies, and flight period length for all groups. Moreover, interactions among multiple traits were important to explain species' geographic range shifts, suggesting that taxon-specific multi-trait analyses are needed to predict how global change will affect biodiversity and ecosystem services.",10.1038/srep24451,Y,1,0,0,0,0,0,Review,Terrestrial,Insects,Broad,0,1,0,1,1,"Morphological, Behavioural, Life History",3,1,1,0,,,1,T,0,Climate Change,0,0,1,1,"Traits Used = body size, flight period, voltinism (number of generations per year), habitat specialization, larval food preference, larval food dependence on nitrogen",
"Albert, CH; Thuiller, W; Yoccoz, NG; Douzet, R; Aubert, S; Lavorel, S",2010,A multi-trait approach reveals the structure and the relative importance of intra- vs. interspecific variability in plant traits,FUNCTIONAL ECOLOGY,"P>1. Functional traits have been extensively used to describe, group and rank species according to their functions. There is now growing evidence that intraspecific functional variability, as well as interspecific variability, can have significant effects on community dynamics and ecosystem functioning. A core hypothesis for the use of functional traits expressed as species means, that their intraspecific variability is negligible compared with their interspecific variability, has however been too rarely tested empirically. We then addressed four questions: Is intraspecific functional variability across species ranges negligible compared with interspecific variability? Are the major resource economics trade-off and functional strategies robust to individual trait variability? Are species rankings or ordination robust across species ranges once considering intraspecific variability? Can species be discriminated by their leaf traits? 2. Using an environmentally stratified sampling design within an alpine catchment, we collected five functional traits for 13 common plant species with contrasting life histories and traits. Several populations from a range of environmental conditions were then sampled for each species across their ranges. 3. With an original combination of single-trait and multi-trait analyses, we highlighted a non-negligible contribution of intraspecific variability to overall functional trait variability (similar to 30%). Although not affecting general and well-known functional trade-offs and strategies, intraspecific functional variability had the potential to alter species ordination and produced a functional continuum rather than a clear-cut species classification. 4. Deciding whether intraspecific functional variability can be considered as negligible - species being represented by mean trait values -, or not - species being represented by multivariate trait distributions -, is an essential question for multiple ecological issues. However, this decision cannot be generic, but will depend on the studied system and selected traits and species, as well as on study objectives.",10.1111/j.1365-2435.2010.01727.x,Y,0,1,0,0,0,0,Observational,Terrestrial,Plants,Broad,0,1,1,0,0,"Morphological, Physiological",2,1,0,1,1,1,0,F,0,0,0,0,0,,"Traits used = SLA (one sided area of a leaf divided by oven-dry biomass), LDMC (oven drived mass of a leaf divided by its watersaturated fresh mass), leaf nitrogen concentration, leaf carbon concentration, max vegetative height ",
